respondent_id,year,Q14_age,Q15_gender,Q16_state,Q17_income,Q1Q2_unaided_Acme_Strawberries,Q1Q2_unaided_Crimson_Crown_Berries,Q1Q2_unaided_Sunrise_Berries,Q1Q2_unaided_Red_Valley_Organics,Q1Q2_unaided_FreshPick_Strawberries,Q1Q2_unaided_Golden_Meadow_Berries,Q1Q2_unaided_Harvest_Hill_Berries,Q3_aided_Acme_Strawberries,Q3_aided_Crimson_Crown_Berries,Q3_aided_Sunrise_Berries,Q3_aided_Red_Valley_Organics,Q3_aided_FreshPick_Strawberries,Q3_aided_Golden_Meadow_Berries,Q3_aided_Harvest_Hill_Berries,Q4_purchased_Acme_Strawberries,Q4_purchased_Crimson_Crown_Berries,Q4_purchased_Sunrise_Berries,Q4_purchased_Red_Valley_Organics,Q4_purchased_FreshPick_Strawberries,Q4_purchased_Golden_Meadow_Berries,Q4_purchased_Harvest_Hill_Berries,Q5_01_quality_overall,Q5_02_freshness,Q5_03_sweetness_flavor,Q5_04_appearance,Q5_05_value_for_price,Q5_06_consistency,Q5_07_availability,Q5_08_sustainability,Q5_09_packaging,Q5_10_trust,Q5_11_shelf_life,Q6_purchase_intent,Q7_category_frequency,Q8_acme_frequency,Q9_last_brand_purchased,Q10_nps,Q11_brand_preference
311,2025,65 or older,Male,VA,"$200,000 or more",0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,3,2,2,1,2,3,3,3,3,2,3,3,About once a month,Never,Crimson Crown Berries,1,Sunrise Berries
312,2025,35-44,Female,MD,"$75,000 - $99,999",1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,3,4,3,4,5,3,3,2,3,3,3,3,Never / less than once a month,Rarely - a few times a year,Crimson Crown Berries,6,Crimson Crown Berries
313,2025,45-54,Female,CA,"$200,000 or more",0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,4,3,3,3,3,3,2,3,2,2,3,3,About once a month,Never,Crimson Crown Berries,2,Harvest Hill Berries
314,2025,18-24,Female,SC,"$50,000 - $74,999",1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,4,4,3,2,3,2,3,3,1,3,3,4,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,5,Golden Meadow Berries
315,2025,65 or older,Female,WI,"$75,000 - $99,999",1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,4,2,4,3,4,3,4,3,2,4,3,3,About once a month,Rarely - a few times a year,FreshPick Strawberries,9,Harvest Hill Berries
316,2025,35-44,Female,KY,"$100,000 - $149,999",1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,2,4,3,3,3,2,2,4,4,3,3,3,2-3 times a month,Sometimes - about once a month,Red Valley Organics,8,Red Valley Organics
317,2025,25-34,Female,TX,"$25,000 - $49,999",0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,3,3,4,3,4,2,4,3,3,1,2,3,2-3 times a month,Very often - weekly or more,Harvest Hill Berries,4,Acme Strawberries
318,2025,18-24,Male,TN,"$100,000 - $149,999",0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,3,4,3,4,2,2,5,2,4,3,3,4,Once a week,Rarely - a few times a year,Acme Strawberries,9,Red Valley Organics
319,2025,25-34,Male,CA,"$75,000 - $99,999",1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,3,3,3,4,4,3,4,4,3,3,2,2,Once a week,Often - 2-3 times a month,Crimson Crown Berries,7,Crimson Crown Berries
320,2025,35-44,Male,VA,"$100,000 - $149,999",0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,3,2,3,3,4,3,2,3,3,3,2,3,About once a month,Never,FreshPick Strawberries,4,FreshPick Strawberries
321,2025,25-34,Male,KY,"$50,000 - $74,999",1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,3,4,3,2,3,4,3,3,4,2,1,3,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,5,Crimson Crown Berries
322,2025,45-54,Female,CO,"Under $25,000",1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,2,3,4,3,3,4,3,3,3,2,2,3,2-3 times a month,Never,Crimson Crown Berries,6,Crimson Crown Berries
323,2025,25-34,Male,IL,"$75,000 - $99,999",1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,5,3,3,3,3,3,4,1,1,3,4,3,Once a week,Never,Red Valley Organics,1,Crimson Crown Berries
324,2025,55-64,Female,MO,"$150,000 - $199,999",1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,4,3,2,2,2,3,3,3,1,2,2,3,2-3 times a month,Sometimes - about once a month,Crimson Crown Berries,5,Crimson Crown Berries
325,2025,45-54,Male,KY,"$25,000 - $49,999",0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,4,2,3,4,4,2,3,1,1,4,3,4,Once a week,Often - 2-3 times a month,Sunrise Berries,4,Acme Strawberries
326,2025,35-44,Female,TX,"$150,000 - $199,999",1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,3,5,3,4,3,2,4,2,3,2,2,4,2-3 times a month,Never,Harvest Hill Berries,5,Golden Meadow Berries
327,2025,25-34,Male,WA,"$50,000 - $74,999",1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,4,3,2,4,2,3,3,2,3,5,3,3,2-3 times a month,Rarely - a few times a year,FreshPick Strawberries,9,FreshPick Strawberries
328,2025,65 or older,Female,IN,"$100,000 - $149,999",0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,3,3,2,3,4,2,4,3,2,4,3,3,Once a week,Never,Don't recall,5,Harvest Hill Berries
329,2025,55-64,Male,IL,"$150,000 - $199,999",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3,4,3,2,2,4,3,3,2,2,1,3,More than once a week,Never,Sunrise Berries,4,Sunrise Berries
330,2025,18-24,Female,NJ,"$50,000 - $74,999",1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,2,3,3,5,2,4,4,2,3,3,3,3,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,6,Red Valley Organics
331,2025,35-44,Female,NC,"$150,000 - $199,999",1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,3,3,2,3,4,2,2,3,2,2,2,2,Once a week,Often - 2-3 times a month,Harvest Hill Berries,4,Sunrise Berries
332,2025,45-54,Female,WA,"$100,000 - $149,999",0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,4,2,2,3,4,3,3,3,1,3,3,3,Once a week,Never,Acme Strawberries,9,Sunrise Berries
333,2025,25-34,Female,WI,"$25,000 - $49,999",0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,2,4,3,3,3,3,4,2,2,4,2,3,2-3 times a month,Very often - weekly or more,Acme Strawberries,9,Sunrise Berries
334,2025,65 or older,Female,IL,"$50,000 - $74,999",1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,3,4,2,4,3,3,3,2,3,1,3,3,2-3 times a month,Sometimes - about once a month,Crimson Crown Berries,6,Crimson Crown Berries
335,2025,45-54,Male,CA,"$75,000 - $99,999",0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,5,4,3,3,3,2,2,3,1,3,3,3,Once a week,Never,FreshPick Strawberries,8,FreshPick Strawberries
336,2025,25-34,Male,OK,"$100,000 - $149,999",0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,4,3,3,4,3,3,2,3,4,2,5,3,More than once a week,Very often - weekly or more,Acme Strawberries,7,Acme Strawberries
337,2025,35-44,Female,OH,"$50,000 - $74,999",1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,2,3,2,3,2,3,4,4,1,5,3,2,Once a week,Rarely - a few times a year,Sunrise Berries,5,Sunrise Berries
338,2025,18-24,Male,OK,"$25,000 - $49,999",0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,3,3,3,3,3,2,2,3,3,3,3,3,2-3 times a month,Never,Crimson Crown Berries,5,Crimson Crown Berries
339,2025,45-54,Male,MI,"$100,000 - $149,999",0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,4,4,4,4,2,3,3,3,More than once a week,Rarely - a few times a year,Don't recall,6,Acme Strawberries
340,2025,18-24,Female,CO,"$100,000 - $149,999",1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,3,4,4,3,3,2,1,3,3,3,1,3,More than once a week,Never,Crimson Crown Berries,1,Golden Meadow Berries
341,2025,35-44,Female,CT,"$50,000 - $74,999",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,4,2,4,4,2,2,3,2,3,3,1,2,About once a month,Rarely - a few times a year,FreshPick Strawberries,7,FreshPick Strawberries
342,2025,45-54,Male,VA,"$25,000 - $49,999",1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,3,3,4,4,3,3,4,2,3,3,3,2,Once a week,Never,FreshPick Strawberries,4,FreshPick Strawberries
343,2025,18-24,Male,GA,"$75,000 - $99,999",0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2,3,4,5,2,2,4,3,4,3,2,2,2-3 times a month,Never,Don't recall,2,Golden Meadow Berries
344,2025,65 or older,Female,VA,"$100,000 - $149,999",0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,3,4,4,3,4,2,2,3,3,3,3,3,2-3 times a month,Never,Crimson Crown Berries,6,Crimson Crown Berries
345,2025,35-44,Male,OH,"Under $25,000",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,2,3,2,4,2,3,2,3,Once a week,Never,Don't recall,4,
346,2025,45-54,Male,WA,"$50,000 - $74,999",1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,2,4,3,4,3,3,2,2,3,4,4,3,Once a week,Rarely - a few times a year,Acme Strawberries,7,Red Valley Organics
347,2025,45-54,Male,AZ,"$200,000 or more",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,4,3,3,2,2-3 times a month,Never,Don't recall,2,Acme Strawberries
348,2025,65 or older,Male,NJ,"$50,000 - $74,999",0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,4,3,2,3,2,2,3,3,2,3,4,3,2-3 times a month,Never,Acme Strawberries,10,Acme Strawberries
349,2025,55-64,Non-binary / third gender,NJ,"$100,000 - $149,999",0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,4,4,2,3,3,2,3,3,3,2,3,3,Once a week,Never,Sunrise Berries,4,Sunrise Berries
350,2025,35-44,Female,NC,"$200,000 or more",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3,3,4,2,5,1,3,3,3,3,3,3,2-3 times a month,Rarely - a few times a year,Sunrise Berries,5,Sunrise Berries
351,2025,65 or older,Female,NJ,"$50,000 - $74,999",0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,4,3,3,2,3,3,2,3,2,3,2,4,2-3 times a month,Never,Red Valley Organics,2,Red Valley Organics
352,2025,35-44,Female,CT,"$25,000 - $49,999",1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,4,3,4,2,4,3,2,3,4,2,3,About once a month,Never,Sunrise Berries,5,Sunrise Berries
353,2025,45-54,Female,CO,"$100,000 - $149,999",1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,5,3,4,3,2,3,4,3,4,4,4,2-3 times a month,Never,Crimson Crown Berries,4,Crimson Crown Berries
354,2025,45-54,Female,GA,"Under $25,000",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,2,2,3,3,1,3,3,3,4,3,4,2,2-3 times a month,Never,Crimson Crown Berries,6,FreshPick Strawberries
355,2025,35-44,Female,MD,"$75,000 - $99,999",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,4,4,2,3,3,3,3,2,3,1,4,3,About once a month,Never,Crimson Crown Berries,4,FreshPick Strawberries
356,2025,25-34,Non-binary / third gender,MN,"Under $25,000",0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,3,4,1,3,3,2,4,2,3,3,4,3,Once a week,Never,Golden Meadow Berries,3,Golden Meadow Berries
357,2025,25-34,Male,PA,"$100,000 - $149,999",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,3,2,2,3,3,2,1,3,2,1,2,Once a week,Never,Don't recall,5,
358,2025,35-44,Male,OR,"$25,000 - $49,999",0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,3,3,4,3,4,2,3,2,3,3,3,3,Never / less than once a month,Never,Crimson Crown Berries,5,FreshPick Strawberries
359,2025,35-44,Male,UT,"$25,000 - $49,999",0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,4,5,3,3,3,2,4,3,2,3,3,4,More than once a week,Sometimes - about once a month,Acme Strawberries,5,Acme Strawberries
360,2025,45-54,Female,MN,"$25,000 - $49,999",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,2,3,3,2,3,2,3,2,3,4,3,More than once a week,Never,Sunrise Berries,4,Sunrise Berries
361,2025,25-34,Female,MI,"$50,000 - $74,999",0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,2,4,2,2,3,2,2,2,2,3,3,Once a week,Never,Don't recall,6,
362,2025,35-44,Female,MN,"$150,000 - $199,999",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,3,2,2,2,3,3,3,Once a week,Never,Don't recall,4,
363,2025,65 or older,Female,CT,"$100,000 - $149,999",0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,4,3,4,3,2,3,3,3,3,3,5,4,2-3 times a month,Never,FreshPick Strawberries,8,FreshPick Strawberries
364,2025,65 or older,Female,CO,"$75,000 - $99,999",0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,3,4,4,3,3,3,1,3,3,4,3,3,2-3 times a month,Very often - weekly or more,Acme Strawberries,6,Sunrise Berries
365,2025,25-34,Female,VA,"$50,000 - $74,999",0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,2,4,3,4,2,3,2,4,3,3,3,3,About once a month,Sometimes - about once a month,Sunrise Berries,9,Crimson Crown Berries
366,2025,35-44,Female,KY,"$100,000 - $149,999",1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,3,3,2,3,3,4,3,3,3,3,3,2,2-3 times a month,Never,Crimson Crown Berries,9,Crimson Crown Berries
367,2025,18-24,Male,WI,"$25,000 - $49,999",0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,4,2,4,3,3,2,3,2,3,4,3,About once a month,Never,Don't recall,5,Acme Strawberries
368,2025,65 or older,Female,AZ,"Under $25,000",1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,2,4,3,1,4,3,4,2,1,3,3,2,Once a week,Never,Sunrise Berries,3,Sunrise Berries
369,2025,45-54,Male,NC,"$200,000 or more",0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,5,3,3,2,1,3,3,3,3,3,3,3,More than once a week,Never,Crimson Crown Berries,5,Red Valley Organics
370,2025,25-34,Female,UT,"$150,000 - $199,999",0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,4,4,3,2,2,3,2,2,3,3,2-3 times a month,Rarely - a few times a year,Acme Strawberries,3,Acme Strawberries
371,2025,18-24,Male,TN,"$50,000 - $74,999",0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,3,2,3,3,4,2,3,3,3,2,More than once a week,Never,Don't recall,2,
372,2025,25-34,Female,WA,"$75,000 - $99,999",0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,3,3,3,3,3,3,2,3,2,3,3,2,About once a month,Never,Crimson Crown Berries,4,Crimson Crown Berries
373,2025,25-34,Female,CT,"$50,000 - $74,999",1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,3,3,4,3,2,3,4,3,4,3,1,3,More than once a week,Never,Sunrise Berries,5,Sunrise Berries
374,2025,18-24,Male,AL,"$200,000 or more",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,5,4,3,4,5,4,4,3,3,3,2-3 times a month,Never,Sunrise Berries,4,Sunrise Berries
375,2025,25-34,Male,AL,"$75,000 - $99,999",1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,2,2,3,2,3,3,3,3,5,4,2,3,2-3 times a month,Rarely - a few times a year,Sunrise Berries,4,Red Valley Organics
376,2025,25-34,Female,CA,"$75,000 - $99,999",0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,2,2,3,3,4,4,4,2,3,4,2,2,About once a month,Never,Crimson Crown Berries,9,Crimson Crown Berries
377,2025,25-34,Male,PA,"$50,000 - $74,999",0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,3,3,2,2,2,3,2,3,2,2,3,3,Once a week,Never,FreshPick Strawberries,3,FreshPick Strawberries
378,2025,35-44,Non-binary / third gender,GA,"$25,000 - $49,999",0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2,2,3,3,3,2,2,3,2,2,4,3,2-3 times a month,Never,Red Valley Organics,4,Red Valley Organics
379,2025,45-54,Female,KY,"$150,000 - $199,999",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,3,4,3,4,4,5,3,3,4,3,3,About once a month,Often - 2-3 times a month,Acme Strawberries,4,FreshPick Strawberries
380,2025,35-44,Non-binary / third gender,WI,"$100,000 - $149,999",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,1,4,4,3,3,3,4,3,About once a month,Never,Don't recall,3,Sunrise Berries
381,2025,18-24,Female,PA,"$150,000 - $199,999",1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,4,3,3,3,4,4,2,2,3,3,3,4,Once a week,Sometimes - about once a month,Acme Strawberries,8,Crimson Crown Berries
382,2025,35-44,Female,MN,"$75,000 - $99,999",0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,3,3,2,3,4,3,3,3,2,3,3,3,Once a week,Never,Crimson Crown Berries,4,Sunrise Berries
383,2025,18-24,Male,TX,"$150,000 - $199,999",1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,4,3,5,4,3,2,1,2,2,4,3,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,6,Crimson Crown Berries
384,2025,45-54,Male,IL,"$150,000 - $199,999",0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,2,4,4,3,3,4,3,3,3,5,2,About once a month,Never,Harvest Hill Berries,6,Sunrise Berries
385,2025,25-34,Female,GA,"$50,000 - $74,999",0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,3,4,3,3,4,5,4,2,3,3,1,3,About once a month,Rarely - a few times a year,Red Valley Organics,7,Red Valley Organics
386,2025,35-44,Female,OK,"Under $25,000",1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,4,3,3,4,4,3,3,3,2,2,Once a week,Never,Don't recall,9,Acme Strawberries
387,2025,25-34,Female,AZ,"Under $25,000",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,2,3,2,4,2,2,2,4,3,About once a month,Never,Don't recall,2,
388,2025,25-34,Male,MD,"$50,000 - $74,999",1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,4,4,4,4,5,5,3,4,3,3,1,4,2-3 times a month,Rarely - a few times a year,Harvest Hill Berries,5,Crimson Crown Berries
389,2025,45-54,Female,NC,"$150,000 - $199,999",0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,4,4,1,3,4,3,4,3,3,3,2,3,2-3 times a month,Often - 2-3 times a month,Acme Strawberries,8,Acme Strawberries
390,2025,18-24,Female,WA,"$100,000 - $149,999",1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,3,3,3,3,4,3,2,4,3,3,4,3,2-3 times a month,Sometimes - about once a month,Acme Strawberries,6,Acme Strawberries
391,2025,55-64,Female,MN,"$50,000 - $74,999",1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,2,3,4,2,3,3,3,4,3,4,2,3,About once a month,Very often - weekly or more,Crimson Crown Berries,5,Crimson Crown Berries
392,2025,55-64,Female,AZ,"$50,000 - $74,999",0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,2,3,4,3,3,3,2,2,2,2,4,3,2-3 times a month,Never,Sunrise Berries,3,Golden Meadow Berries
393,2025,18-24,Female,AZ,"$50,000 - $74,999",0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,4,2,2,3,4,3,3,3,3,3,2,3,More than once a week,Sometimes - about once a month,Acme Strawberries,4,Acme Strawberries
394,2025,25-34,Female,NY,"$100,000 - $149,999",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3,3,5,3,2,3,4,4,2,2,3,3,Once a week,Rarely - a few times a year,Red Valley Organics,5,Red Valley Organics
395,2025,55-64,Male,CO,"Under $25,000",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,3,3,2,3,3,3,3,3,3,3,3,More than once a week,Never,Crimson Crown Berries,1,Crimson Crown Berries
396,2025,35-44,Female,CO,"$100,000 - $149,999",0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,3,3,3,2,2,2,3,4,3,3,3,3,Once a week,Never,Red Valley Organics,4,Red Valley Organics
397,2025,25-34,Female,AZ,"$50,000 - $74,999",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,3,4,2,3,2,2,3,3,5,3,3,2-3 times a month,Never,Crimson Crown Berries,4,Crimson Crown Berries
398,2025,55-64,Female,NC,"$150,000 - $199,999",1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,3,3,4,4,2,3,2,2,3,2,2,Once a week,Rarely - a few times a year,Sunrise Berries,2,Sunrise Berries
399,2025,25-34,Male,OR,"$50,000 - $74,999",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,3,4,2,2,3,3,3,2,3,3,4,2,2-3 times a month,Never,Sunrise Berries,3,Sunrise Berries
400,2025,35-44,Male,FL,"$75,000 - $99,999",0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,3,2,5,3,3,3,3,1,3,4,3,3,2-3 times a month,Never,Crimson Crown Berries,8,Acme Strawberries
401,2026,25-34,Female,MO,"Under $25,000",0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,3,2,3,3,4,3,4,2,2,3,3,2,Once a week,Never,FreshPick Strawberries,4,FreshPick Strawberries
402,2026,35-44,Male,IL,"$25,000 - $49,999",0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,4,4,4,4,3,3,2,5,3,3,2,5,About once a month,Sometimes - about once a month,Sunrise Berries,6,Sunrise Berries
403,2026,35-44,Female,IN,"$50,000 - $74,999",0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,2,3,3,3,4,3,2,3,3,4,2,3,2-3 times a month,Never,Sunrise Berries,4,Crimson Crown Berries
404,2026,18-24,Male,OH,"$75,000 - $99,999",1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,4,3,3,4,4,4,3,3,2,4,3,3,About once a month,Sometimes - about once a month,Acme Strawberries,7,Acme Strawberries
405,2026,35-44,Male,CO,"$100,000 - $149,999",0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,3,2,3,2,3,3,2,5,4,3,3,3,Once a week,Never,Crimson Crown Berries,9,Sunrise Berries
406,2026,65 or older,Female,CO,"$200,000 or more",1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,3,5,3,2,4,4,5,2,4,3,4,3,More than once a week,Very often - weekly or more,Crimson Crown Berries,5,Acme Strawberries
407,2026,55-64,Male,MI,"Under $25,000",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,4,3,4,4,4,5,3,2,4,2,4,2-3 times a month,Often - 2-3 times a month,Acme Strawberries,10,Crimson Crown Berries
408,2026,25-34,Female,GA,"$25,000 - $49,999",0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,4,2,3,5,3,3,4,4,3,3,3,4,2-3 times a month,Sometimes - about once a month,Crimson Crown Berries,9,Crimson Crown Berries
409,2026,45-54,Female,NY,"$150,000 - $199,999",1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,4,4,3,3,2,2,3,4,2,3,2,3,Never / less than once a month,Rarely - a few times a year,Sunrise Berries,6,Sunrise Berries
410,2026,65 or older,Male,AZ,"$25,000 - $49,999",0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,3,3,3,3,2,4,3,3,3,2,3,3,About once a month,Never,Golden Meadow Berries,1,FreshPick Strawberries
411,2026,25-34,Female,NC,"$25,000 - $49,999",0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,3,3,4,4,2,3,3,2,3,4,2,3,2-3 times a month,Very often - weekly or more,Acme Strawberries,4,Acme Strawberries
412,2026,18-24,Male,CT,"$75,000 - $99,999",0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,2,3,4,3,1,1,3,3,3,3,4,2,2-3 times a month,Never,Crimson Crown Berries,6,Sunrise Berries
413,2026,45-54,Female,NY,"$50,000 - $74,999",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,3,3,3,3,2,3,2,4,2,Once a week,Rarely - a few times a year,Crimson Crown Berries,6,Crimson Crown Berries
414,2026,55-64,Female,PA,"$50,000 - $74,999",1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,5,2,3,3,3,4,4,5,1,4,3,3,2-3 times a month,Never,Red Valley Organics,8,Red Valley Organics
415,2026,25-34,Male,MD,"$75,000 - $99,999",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,5,4,3,4,2,2,1,2,3,3,4,2-3 times a month,Rarely - a few times a year,Don't recall,5,Acme Strawberries
